corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,성명,성별,출생년월,직위,등기임원여부,상근여부,담당업무,주요경력,소유주식수,최대주주와의관계,재직기간,임기만료일,동일인키,문서내중복,열수일치,미매핑사유,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,10,임영록,,1952.05,부사장,등기임원,상근,총괄 전략재무본부 (리스크관리위원회) (사외이사후보 추천위원회) (자회사CEO후보 추천위원회),71.02 부산상고 06.03 ㈜부산은행 부행장보 08.01 동행 부행장 12.03 ㈜BS금융지주 부사장 (現),"12,754",,-,2013.03.27,임영록|1952.05,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,"임영록 | 1952.05 | 부사장 | 등기임원 | 상근 | 총괄 전략재무본부 (리스크관리위원회) (사외이사후보 추천위원회) (자회사CEO후보 추천위원회) | 71.02 부산상고 06.03 ㈜부산은행 부행장보 08.01 동행 부행장 12.03 ㈜BS금융지주 부사장 (現) | 12,754 | - | - | 2013.03.27",2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,11,김성호,,1950.03,사외이사,등기임원,비상근,(경영발전보상위원회) (감사위원 후보 추천위원회) (감사위원회) (자회사CEO후보 추천위원회),68.02 부산 브니엘고 졸업 72.02 고려대학교 법학과 졸업 87. 美 조지워싱턴대 법과대학원 석사 03. 건국대학교 대학원(법학박사) 06.08 법무부 장관 07.12 (재)행복세상 이사장 (現) 11.03 ㈜BS금융지주 사외이사(現),-,,-,2013.03.15,김성호|1950.03,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김성호 | 1950.03 | 사외이사 | 등기임원 | 비상근 | (경영발전보상위원회) (감사위원 후보 추천위원회) (감사위원회) (자회사CEO후보 추천위원회) | 68.02 부산 브니엘고 졸업 72.02 고려대학교 법학과 졸업 87. 美 조지워싱턴대 법과대학원 석사 03. 건국대학교 대학원(법학박사) 06.08 법무부 장관 07.12 (재)행복세상 이사장 (現) 11.03 ㈜BS금융지주 사외이사(現) | - | - | - | 2013.03.15,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,12,김우석,,1947.06,사외이사,등기임원,비상근,(이사회운영위원회) (리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회) (감사위원회),65.02 영양고 졸업 69.01 건국대학교 무역학과 졸업 79.06 美 윌리암스 대학원 경제학 석사 91.03 필리핀 산토토마스 대학원 경제학 박사 05.01 한국자산관리공사 사장 08.01 예일회계법인 회장(現) 11.03 ㈜BS금융지주 사외이사(現),-,,-,2013.03.15,김우석|1947.06,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김우석 | 1947.06 | 사외이사 | 등기임원 | 비상근 | (이사회운영위원회) (리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회) (감사위원회) | 65.02 영양고 졸업 69.01 건국대학교 무역학과 졸업 79.06 美 윌리암스 대학원 경제학 석사 91.03 필리핀 산토토마스 대학원 경제학 박사 05.01 한국자산관리공사 사장 08.01 예일회계법인 회장(現) 11.03 ㈜BS금융지주 사외이사(現) | - | - | - | 2013.03.15,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,13,이종수,,1948.02,사외이사,등기임원,비상근,(리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회),67.02 경기고 졸업 71.02 서울대학교 철학과 졸업 77.02 서울대 행정대학원 행정학 석사 91.08 서울대 행정대학원 행정학 박사 83.09 한성대학교 교수(現) 03.01 (사)한국행정학회 회장 10.05 서울경찰청 인권위원회 위원장(現) 11.03 ㈜BS금융지주 사외이사,-,,-,2013.03.15,이종수|1948.02,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,이종수 | 1948.02 | 사외이사 | 등기임원 | 비상근 | (리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회) | 67.02 경기고 졸업 71.02 서울대학교 철학과 졸업 77.02 서울대 행정대학원 행정학 석사 91.08 서울대 행정대학원 행정학 박사 83.09 한성대학교 교수(現) 03.01 (사)한국행정학회 회장 10.05 서울경찰청 인권위원회 위원장(現) 11.03 ㈜BS금융지주 사외이사 | - | - | - | 2013.03.15,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,14,김종화,,1947.06,사외이사,등기임원,비상근,(리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회) (감사위원회),67.02 경남고등학교 졸업 71.02 서울대학교 무역학과 졸업 82. 호주 Univ.of New England 대학원 경제학과 석사 96. 호주 Griffith Univ. 대학원 경제학 박사 82.03 덕성여자대학교 경제학 교수(現) 99.11 덕성여자대학교 총장(직무대행)(~00.03)11.03 부산은행 사외이사(現),-,,-,2013.03.15,김종화|1947.06,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김종화 | 1947.06 | 사외이사 | 등기임원 | 비상근 | (리스크관리위원회) (경영발전보상위원회) (사외이사 후보 추천위원회) (감사위원 후보 추천위원회) (감사위원회) | 67.02 경남고등학교 졸업 71.02 서울대학교 무역학과 졸업 82. 호주 Univ.of New England 대학원 경제학과 석사 96. 호주 Griffith Univ. 대학원 경제학 박사 82.03 덕성여자대학교 경제학 교수(現) 99.11 덕성여자대학교 총장(직무대행)(~00.03)11.03 부산은행 사외이사(現) | - | - | - | 2013.03.15,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,15,채정병,,1950.11,비상임 이사,등기임원,비상근,(이사회운영위원회) (경영발전보상위원회) (자회사CEO 후보 추천위원회),69.02 경복고 졸업 74.02 연세대학교 경제학과 졸업 07.04 롯데쇼핑㈜ 부사장 11.02 롯데쇼핑㈜ 사장(現) 11.03 ㈜BS금융지주 사외이사(現),-,,-,2014.03.15,채정병|1950.11,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,채정병 | 1950.11 | 비상임 이사 | 등기임원 | 비상근 | (이사회운영위원회) (경영발전보상위원회) (자회사CEO 후보 추천위원회) | 69.02 경복고 졸업 74.02 연세대학교 경제학과 졸업 07.04 롯데쇼핑㈜ 부사장 11.02 롯데쇼핑㈜ 사장(現) 11.03 ㈜BS금융지주 사외이사(現) | - | - | - | 2014.03.15,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
BNK금융지주,지주,2011,20120330002741,사업보고서 (2011.12),20120330,임원 현황,1,16,오거돈,,1948.10,사외이사,등기임원,비상근,(이사회운영위원회) (감사위원 후보 추천위원회) (감사위원회) (자회사CEO 후보 추천위원회),67.02 경남고등학교 졸업 71.02 서울대학교 철학과 졸업 73.02 서울대학교 행정대학원 석사 03.02 동아대학교 대학원 행정학 박사 05.01 해양수산부 장관 08.03 한국해양대학교 총장 12.03 대한민국 한국해양연맹 총재(現) 12.03 ㈜BS금융지주 사외이사(現),-,,-,2014.03.27,오거돈|1948.10,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,오거돈 | 1948.10 | 사외이사 | 등기임원 | 비상근 | (이사회운영위원회) (감사위원 후보 추천위원회) (감사위원회) (자회사CEO 후보 추천위원회) | 67.02 경남고등학교 졸업 71.02 서울대학교 철학과 졸업 73.02 서울대학교 행정대학원 석사 03.02 동아대학교 대학원 행정학 박사 05.01 해양수산부 장관 08.03 한국해양대학교 총장 12.03 대한민국 한국해양연맹 총재(現) 12.03 ㈜BS금융지주 사외이사(現) | - | - | - | 2014.03.27,2026-09-22T11:40:17+09:00,000,raw/document/20120330002741.zip,2b43a0eb336d5c8388fde578ed79b205c021f29b0523c989ff2a6207620b7b79
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,17,조정호,,1958.10,회장,등기임원,상근,총괄,·미국 남가주대 경제학·스위스 I.M.D 경영대학원·한진투자증권 전무이사/사장·메리츠화재 전무이사/부사장 ·메리츠종합금융 이사·메리츠증권 회장 ·現 메리츠화재해상보험㈜ 회장(상근)·現 메리츠종합금융증권㈜ 회장(비상근),"85,389,452",,2011.08.01~현재,2014.06.21,조정호|1958.10,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,"조정호 | 1958.10 | 회장 | 등기임원 | 상근 | 총괄 | ·미국 남가주대 경제학·스위스 I.M.D 경영대학원·한진투자증권 전무이사/사장·메리츠화재 전무이사/부사장 ·메리츠종합금융 이사·메리츠증권 회장 ·現 메리츠화재해상보험㈜ 회장(상근)·現 메리츠종합금융증권㈜ 회장(비상근) | 85,389,452 | - | 2011.08.01~현재 | 2014.06.21",2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,18,박의헌,,1964.08,대표이사사장,등기임원,상근,총괄,·연세대 경제학·연세대 경영대학원 석사·베인앤컴퍼니 컨설팅 이사·부즈앨런해밀턴코리아 컨설팅 부사장·A.T.커니 컨설팅 부사장·메리츠화재해상보험(주) 부사장·現 메리츠캐피탈㈜ 이사(비상근),-,,2011.06.22~현재,2014.06.21,박의헌|1964.08,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,박의헌 | 1964.08 | 대표이사사장 | 등기임원 | 상근 | 총괄 | ·연세대 경제학·연세대 경영대학원 석사·베인앤컴퍼니 컨설팅 이사·부즈앨런해밀턴코리아 컨설팅 부사장·A.T.커니 컨설팅 부사장·메리츠화재해상보험(주) 부사장·現 메리츠캐피탈㈜ 이사(비상근) | - | - | 2011.06.22~현재 | 2014.06.21,2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,19,강길만,,1956.01,이사,등기임원,상근,상근감사위원,·건국대 수학교육학 ·금감원 보험계리실 실장 ·금감원 보험감독국 부국장 ·금감원 분쟁조정국 국장,-,,2011.03.28~현재,2014.06.21,강길만|1956.01,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,강길만 | 1956.01 | 이사 | 등기임원 | 상근 | 상근감사위원 | ·건국대 수학교육학 ·금감원 보험계리실 실장 ·금감원 보험감독국 부국장 ·금감원 분쟁조정국 국장 | - | - | 2011.03.28~현재 | 2014.06.21,2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,20,김국주,,1946.01,사외이사,등기임원,비상근,감사위원회 위원장보상위원회 위원사외이사후보추천위원회 위원 감사위원후보추천위원회 위원,·서울대 경제학 ·NewYork Univ. 경제학 석사 ·제주은행 은행장 ·금호종금 사외이사/감사위원장·現 메리츠자산운용㈜ 사외이사/감사위원,"5,000",,2011.03.28~현재,2014.06.21,김국주|1946.01,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,"김국주 | 1946.01 | 사외이사 | 등기임원 | 비상근 | 감사위원회 위원장보상위원회 위원사외이사후보추천위원회 위원 감사위원후보추천위원회 위원 | ·서울대 경제학 ·NewYork Univ. 경제학 석사 ·제주은행 은행장 ·금호종금 사외이사/감사위원장·現 메리츠자산운용㈜ 사외이사/감사위원 | 5,000 | - | 2011.03.28~현재 | 2014.06.21",2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,21,강성룡,,1948.04,사외이사,등기임원,비상근,"감사위원회 위원, 사외이사후보추천위원회 위원 감사위원후보추천위원회 위원",·美 심프슨대 경제학 ·美 메릴랜드주립대 경제학석사 ·Univ of Georgetown 법학박사 ·법무법인 세종 외국변호사 ·現삼성전기 사외이사/감사위원,"30,000",,2011.03.28~현재,2014.06.21,강성룡|1948.04,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,"강성룡 | 1948.04 | 사외이사 | 등기임원 | 비상근 | 감사위원회 위원, 사외이사후보추천위원회 위원 감사위원후보추천위원회 위원 | ·美 심프슨대 경제학 ·美 메릴랜드주립대 경제학석사 ·Univ of Georgetown 법학박사 ·법무법인 세종 외국변호사 ·現삼성전기 사외이사/감사위원 | 30,000 | - | 2011.03.28~현재 | 2014.06.21",2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,22,김동원,,1953.03,사외이사,등기임원,비상근,리스크관리위원회 위원 감사위원후보추천위원회 위원,·고려대 경제학 ·고려대 경제학 석/박사 ·금융감독원 부원장보 ·現중소기업은행 사외이사,-,,2011.03.28~현재,2014.06.21,김동원|1953.03,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김동원 | 1953.03 | 사외이사 | 등기임원 | 비상근 | 리스크관리위원회 위원 감사위원후보추천위원회 위원 | ·고려대 경제학 ·고려대 경제학 석/박사 ·금융감독원 부원장보 ·現중소기업은행 사외이사 | - | - | 2011.03.28~현재 | 2014.06.21,2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
메리츠금융지주,지주,2012,20120629000621,사업보고서 (2012.03),20120629,임원 현황,1,23,김명직,,1959.10,사외이사,등기임원,비상근,"감사위원후보추천위원회 위원,리스크관리위원회위원,보상위원회위원",·한양대 경제학·Univ of Washington 경제학 석사/박사·한국채권연구원 이사·금융감독원 바젤 II 승인심사위원회 위원·금융위원회 시장효율화위원회 위원장·現한양대학교 교수·現한국증권학회장,-,,2011.06.22~현재,2014.06.21,김명직|1959.10,N,Y,,성명 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,"김명직 | 1959.10 | 사외이사 | 등기임원 | 비상근 | 감사위원후보추천위원회 위원,리스크관리위원회위원,보상위원회위원 | ·한양대 경제학·Univ of Washington 경제학 석사/박사·한국채권연구원 이사·금융감독원 바젤 II 승인심사위원회 위원·금융위원회 시장효율화위원회 위원장·現한양대학교 교수·現한국증권학회장 | - | - | 2011.06.22~현재 | 2014.06.21",2026-09-22T11:40:35+09:00,000,raw/document/20120629000621.zip,526e1f01b788da010179a4a904f1c0a2e622653ef7256358fd8aac88befba018
